art,klasse,ordnung,familie
1020604,1,102,10213
1070111,1,108,10802
1070117,1,108,10802
1070120,1,108,10802
1070402,1,108,10813
1070406,1,108,10813
1070407,1,108,10813
1070415,1,108,10813
1070418,1,108,10813
1070419,1,108,10813
1070504,1,108,10810
1070505,1,108,10812
1070507,1,108,10810
1070521,1,108,10809
1070605,1,108,10815
1070606,1,108,10815
1070811,1,108,10814
1070822,1,108,10814
1080303,1,110,11001
1100702,1,113,11311
1120118,1,115,11509
1120411,1,115,11514
1120420,1,115,11513
1120603,1,115,11504
1120901,1,115,11507
1130102,1,115,11515
1140101,1,119,11901
1150104,1,120,12001
1160102,1,121,12101
1160201,1,121,12103
1160301,1,121,12104
1160602,1,121,12105
1160804,1,121,12114
1160817,1,121,12116
1160820,1,121,12116
1160824,1,121,12114
1161016,1,121,12124
2010105,2,201,20101
2010202,2,204,20401
2050201,2,229,22901
2050202,2,229,22901
2050203,2,229,22901
2050213,2,229,22901
2050507,2,231,23101
2050512,2,231,23101
2050604,2,222,22201
2050606,2,222,22201
2070304,2,206,20603
2070404,2,206,20608
2070609,2,206,20609
2070706,2,206,20612
2070708,2,206,20612
2070731,2,206,20612
2070808,2,206,20611
2070810,2,206,20612
2070914,2,206,20613
2080119,2,234,23404
2080203,2,234,23408
2080216,2,234,23408
2080315,2,243,24303
2080411,2,234,23414
2080505,2,234,23401
2090603,2,207,20710
2090609,2,207,20703
2100407,2,220,22005
2100409,2,220,22005
2100414,2,220,22005
2100415,2,220,22005
2110911,2,223,22308
2130202,2,244,24402
2130209,2,244,24402
2130401,2,244,24415
2130412,2,244,24415
2130609,2,244,24408
2130704,2,244,24406
2130706,2,244,24406
2130708,2,244,24406
2130709,2,244,24406
2130716,2,244,24406
2150104,2,235,23501
2150307,2,235,23504
2200126,2,239,23903
3010301,3,301,30103
3010604,3,301,30105
3010623,3,301,30105
3010625,3,301,30105
3010628,3,301,30105
3010803,3,301,30107
3010813,3,301,30107
3010815,3,301,30107
3010817,3,301,30107
3010819,3,301,30107
3010825,3,301,30107
3010827,3,301,30107
3030101,3,305,30506
3030210,3,305,30504
3040106,3,303,30303
3040111,3,303,30303
3040121,3,303,30303
3040305,3,303,30316
3040707,3,303,30332
3040720,3,303,30332
3040805,3,303,30330
3050106,3,306,30602
3050206,3,306,30601
5010109,6,601,60101
5020201,6,602,60204
5040202,6,604,60402
5050115,6,605,60501
5050302,6,605,60503
5050303,6,605,60503
5050304,6,605,60503
5050429,6,605,60504
5050502,6,605,60505
21102447,1,121,12120
21102562,1,121,12117
21102736,1,119,11901
21102787,3,303,30330
21103173,6,607,60702
50902219,2,235,23507
50903201,6,605,60505
50903574,6,615,61501
50904611,6,605,60506
50905840,3,301,30105
55003583,6,615,61501
55005440,6,612,61204
55005616,6,612,61204
55005739,3,303,30344
55005797,2,223,22308
