art,klasse,ordnung,familie
1040108,1,106,10608
1070120,1,108,10802
1070406,1,108,10813
1070421,1,108,10813
1070520,1,108,10812
1070702,1,108,10815
1070705,1,108,10815
1070810,1,108,10814
1071108,1,108,10818
1080201,1,109,10904
1080304,1,110,11001
1100120,1,113,11309
1100505,1,113,11314
1100510,1,113,11314
1100707,1,113,11311
1120109,1,115,11509
1120110,1,115,11509
1120121,1,115,11509
1120203,1,115,11510
1120303,1,115,11512
1120306,1,115,11511
1120422,1,115,11514
1120807,1,115,11507
1120813,1,115,11507
1120817,1,115,11507
1120821,1,115,11507
1120901,1,115,11507
1120908,1,115,11508
1150106,1,120,12001
1150109,1,120,12001
1150301,1,120,12003
1160302,1,121,12104
1160407,1,121,12108
1160409,1,121,12110
1160411,1,121,12110
1160704,1,121,12112
1160811,1,121,12113
1160821,1,121,12115
1160906,1,121,12120
1161017,1,121,12124
2010102,2,202,20201
2010202,2,204,20401
2040105,2,231,23105
2070404,2,206,20608
2070617,2,206,20609
2090105,2,207,20705
2090603,2,207,20710
2120313,2,219,21906
2130505,2,244,24417
2130613,2,244,24408
2130707,2,244,24406
2180101,2,236,23601
2200605,2,240,24003
2222614,2,250,250150
2222712,2,250,250151
2222721,2,250,250151
2222737,2,250,250151
2222751,2,250,250151
3010819,3,301,30107
3010825,3,301,30107
3040111,3,303,30303
3040312,3,303,30316
5010109,6,601,60101
5020201,6,602,60204
5040207,6,604,60402
5050301,6,605,60503
5050303,6,605,60503
5050304,6,605,60503
5050428,6,605,60504
5050502,6,605,60505
5050613,6,605,60506
5050627,6,605,60506
5060102,6,606,60601
21102348,6,605,60501
21103063,2,235,23506
21103095,6,605,60501
21103172,6,606,60601
50901399,6,601,60101
50901732,6,604,60401
50904163,1,115,11509
50905234,1,102,10213
50905738,5,550,550072
50907621,5,550,550072
55003514,5,550,550072
55003550,5,550,550072
55003551,5,550,550072
55003552,5,550,550072
55004011,5,550,550072
55008679,1,108,10815
