art,klasse,ordnung,familie
1070305,1,108,10806
1070519,1,108,10810
1071202,1,108,10819
1100803,1,113,11323
1120204,1,115,11510
1120502,1,115,11503
1130102,1,115,11515
1150206,1,120,12002
1160201,1,121,12103
1160409,1,121,12110
2010203,2,204,20401
2020105,2,227,22701
2050605,2,222,22201
2070803,2,206,20611
2090702,2,207,20709
2090710,2,207,20709
2120212,2,219,21905
3010826,3,301,30107
3030433,3,305,30513
3050105,3,306,30602
5050303,6,605,60503
21102719,1,115,11511
21102846,2,207,20709
50906756,2,207,20709
55009432,2,207,20710
55010313,1,113,11323
55010355,4,403,40380
55010589,4,402,40202
55013203,4,402,40202
55014375,1,108,10817
55014966,2,219,21905
