art,klasse,ordnung,familie
1070111,1,108,10802
1070418,1,108,10813
1080201,1,109,10904
1100505,1,113,11314
1100510,1,113,11314
1100706,1,113,11311
1120121,1,115,11509
1120206,1,115,11510
1120212,1,115,11510
1120704,1,115,11506
1120821,1,115,11507
1120826,1,115,11507
1120905,1,115,11508
1120912,1,115,11508
1120920,1,115,11508
1150102,1,120,12001
1150204,1,120,12002
1160102,1,121,12101
1160602,1,121,12105
1160804,1,121,12114
1160810,1,121,12116
1160811,1,121,12113
1160818,1,121,12116
1161016,1,121,12124
2010105,2,201,20101
2010202,2,204,20401
2090603,2,207,20710
2090609,2,207,20703
2120340,2,219,21901
2130508,2,244,24415
2130704,2,244,24406
2130709,2,244,24406
2140212,2,214,21401
3010825,3,301,30107
3030201,3,305,30504
3030204,3,305,30504
3030210,3,305,30504
3030407,3,305,30513
3030609,3,305,30524
3040111,3,303,30303
3040121,3,303,30303
3040712,3,303,30332
3050105,3,306,30602
5050429,6,605,60504
21102374,3,303,30344
21102787,3,303,30330
50903112,3,303,30313
50905893,3,301,30107
55005969,6,605,60504
55006986,3,303,30316
55008826,3,303,30303
